path	cell	dataType	antibody	view	replicate	type	lab	hub
http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeAwgTfbsUniform//wgEncodeAwgTfbsHaibK562Bclaf101388Pcr1xUniPk.narrowPeak.gz	K562	ChipSeq	BCLAF1_(SC-101388)	Peaks		narrowPeak	HudsonAlpha	Data
http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeAwgTfbsUniform//wgEncodeAwgTfbsSydhK562Bdp1UniPk.narrowPeak.gz	K562	ChipSeq	BDP1	Peaks		narrowPeak	Harvard	Data
http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeAwgTfbsUniform//wgEncodeAwgTfbsSydhK562Bhlhe40nb100IggrabUniPk.narrowPeak.gz	K562	ChipSeq	BHLHE40_(NB100-1800)	Peaks		narrowPeak	Stanford	Data
http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeAwgTfbsUniform//wgEncodeAwgTfbsSydhK562Brf1UniPk.narrowPeak.gz	K562	ChipSeq	BRF1	Peaks		narrowPeak	Harvard	Data
http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeAwgTfbsUniform//wgEncodeAwgTfbsSydhK562Brf2UniPk.narrowPeak.gz	K562	ChipSeq	BRF2	Peaks		narrowPeak	Harvard	Data
http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeAwgTfbsUniform//wgEncodeAwgTfbsSydhK562Brg1IggmusUniPk.narrowPeak.gz	K562	ChipSeq	Brg1	Peaks		narrowPeak	Stanford	Data
http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeAwgTfbsUniform//wgEncodeAwgTfbsHaibK562Cbx3sc101004V0422111UniPk.narrowPeak.gz	K562	ChipSeq	CBX3_(SC-101004)	Peaks		narrowPeak	HudsonAlpha	Data
http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeAwgTfbsUniform//wgEncodeAwgTfbsSydhK562Ccnt2UniPk.narrowPeak.gz	K562	ChipSeq	CCNT2	Peaks		narrowPeak	Harvard	Data
http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeAwgTfbsUniform//wgEncodeAwgTfbsHaibK562Cebpbsc150V0422111UniPk.narrowPeak.gz	K562	ChipSeq	CEBPB_(SC-150)	Peaks		narrowPeak	HudsonAlpha	Data
http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeAwgTfbsUniform//wgEncodeAwgTfbsSydhK562CebpbIggrabUniPk.narrowPeak.gz	K562	ChipSeq	CEBPB	Peaks		narrowPeak	Stanford	Data
http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeAwgTfbsUniform//wgEncodeAwgTfbsBroadK562Chd1a301218aUniPk.narrowPeak.gz	K562	ChipSeq	CHD1_(A301-218A)	Peaks		narrowPeak	Broad	Data
http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeAwgTfbsUniform//wgEncodeAwgTfbsSydhK562Chd2ab68301IggrabUniPk.narrowPeak.gz	K562	ChipSeq	CHD2_(AB68301)	Peaks		narrowPeak	Stanford	Data
http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeAwgTfbsUniform//wgEncodeAwgTfbsBroadK562CtcfUniPk.narrowPeak.gz	K562	ChipSeq	CTCF	Peaks		narrowPeak	Broad	Data
http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeAwgTfbsUniform//wgEncodeAwgTfbsHaibK562CtcfcPcr1xUniPk.narrowPeak.gz	K562	ChipSeq	CTCF_(SC-5916)	Peaks		narrowPeak	HudsonAlpha	Data
http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeAwgTfbsUniform//wgEncodeAwgTfbsSydhK562CtcfbIggrabUniPk.narrowPeak.gz	K562	ChipSeq	CTCF_(SC-15914)	Peaks		narrowPeak	Stanford	Data
http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeAwgTfbsUniform//wgEncodeAwgTfbsUtaK562CtcfUniPk.narrowPeak.gz	K562	ChipSeq	CTCF	Peaks		narrowPeak	UT-A	Data
http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeAwgTfbsUniform//wgEncodeAwgTfbsUwK562CtcfUniPk.narrowPeak.gz	K562	ChipSeq	CTCF	Peaks		narrowPeak	UW	Data
http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeAwgTfbsUniform//wgEncodeAwgTfbsHaibK562Ctcflsc98982V0416101UniPk.narrowPeak.gz	K562	ChipSeq	CTCFL_(SC-98982)	Peaks		narrowPeak	HudsonAlpha	Data
http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeAwgTfbsUniform//wgEncodeAwgTfbsSydhK562E2f4UcdUniPk.narrowPeak.gz	K562	ChipSeq	E2F4	Peaks		narrowPeak	USC	Data
http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeAwgTfbsUniform//wgEncodeAwgTfbsHaibK562E2f6V0416102UniPk.narrowPeak.gz	K562	ChipSeq	E2F6	Peaks		narrowPeak	HudsonAlpha	Data
http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeAwgTfbsUniform//wgEncodeAwgTfbsSydhK562E2f6UcdUniPk.narrowPeak.gz	K562	ChipSeq	E2F6	Peaks		narrowPeak	USC	Data
http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeAwgTfbsUniform//wgEncodeAwgTfbsHaibK562Egr1V0416101UniPk.narrowPeak.gz	K562	ChipSeq	Egr-1	Peaks		narrowPeak	HudsonAlpha	Data
http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeAwgTfbsUniform//wgEncodeAwgTfbsHaibK562Elf1sc631V0416102UniPk.narrowPeak.gz	K562	ChipSeq	ELF1_(SC-631)	Peaks		narrowPeak	HudsonAlpha	Data
http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeAwgTfbsUniform//wgEncodeAwgTfbsSydhK562Elk112771IggrabUniPk.narrowPeak.gz	K562	ChipSeq	ELK1_(1277-1)	Peaks		narrowPeak	Stanford	Data
http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeAwgTfbsUniform//wgEncodeAwgTfbsBroadK562P300UniPk.narrowPeak.gz	K562	ChipSeq	p300	Peaks		narrowPeak	Broad	Data
http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeAwgTfbsUniform//wgEncodeAwgTfbsSydhK562P300IggrabUniPk.narrowPeak.gz	K562	ChipSeq	p300	Peaks		narrowPeak	Stanford	Data
http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeAwgTfbsUniform//wgEncodeAwgTfbsHaibK562Ets1V0416101UniPk.narrowPeak.gz	K562	ChipSeq	ETS1	Peaks		narrowPeak	HudsonAlpha	Data
http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeAwgTfbsUniform//wgEncodeAwgTfbsBroadK562Ezh239875UniPk.narrowPeak.gz	K562	ChipSeq	EZH2_(39875)	Peaks		narrowPeak	Broad	Data
http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeAwgTfbsUniform//wgEncodeAwgTfbsSydhK562CfosUniPk.narrowPeak.gz	K562	ChipSeq	c-Fos	Peaks		narrowPeak	Yale	Data
http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeAwgTfbsUniform//wgEncodeAwgTfbsHaibK562Fosl1sc183V0416101UniPk.narrowPeak.gz	K562	ChipSeq	FOSL1_(SC-183)	Peaks		narrowPeak	HudsonAlpha	Data
http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeAwgTfbsUniform//wgEncodeAwgTfbsHaibK562GabpV0416101UniPk.narrowPeak.gz	K562	ChipSeq	GABP	Peaks		narrowPeak	HudsonAlpha	Data
http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeAwgTfbsUniform//wgEncodeAwgTfbsSydhK562Gata1UcdUniPk.narrowPeak.gz	K562	ChipSeq	GATA-1	Peaks		narrowPeak	USC	Data
http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeAwgTfbsUniform//wgEncodeAwgTfbsHaibK562Gata2sc267Pcr1xUniPk.narrowPeak.gz	K562	ChipSeq	GATA2_(SC-267)	Peaks		narrowPeak	HudsonAlpha	Data
http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeAwgTfbsUniform//wgEncodeAwgTfbsSydhK562Gata2UcdUniPk.narrowPeak.gz	K562	ChipSeq	GATA-2	Peaks		narrowPeak	USC	Data
http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeAwgTfbsUniform//wgEncodeAwgTfbsSydhK562Gtf2bUniPk.narrowPeak.gz	K562	ChipSeq	GTF2B	Peaks		narrowPeak	Harvard	Data
http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeAwgTfbsUniform//wgEncodeAwgTfbsSydhK562Gtf2f1ab28179IggrabUniPk.narrowPeak.gz	K562	ChipSeq	GTF2F1_(AB28179)	Peaks		narrowPeak	Stanford	Data
http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeAwgTfbsUniform//wgEncodeAwgTfbsSydhK562Tf3c110UniPk.narrowPeak.gz	K562	ChipSeq	TFIIIC-110	Peaks		narrowPeak	Harvard	Data
http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeAwgTfbsUniform//wgEncodeAwgTfbsBroadK562Hdac1sc6298UniPk.narrowPeak.gz	K562	ChipSeq	HDAC1_(SC-6298)	Peaks		narrowPeak	Broad	Data
http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeAwgTfbsUniform//wgEncodeAwgTfbsBroadK562Hdac2a300705aUniPk.narrowPeak.gz	K562	ChipSeq	HDAC2_(A300-705A)	Peaks		narrowPeak	Broad	Data
http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeAwgTfbsUniform//wgEncodeAwgTfbsBroadK562Hdac6a301341aUniPk.narrowPeak.gz	K562	ChipSeq	HDAC6_(A301-341A)	Peaks		narrowPeak	Broad	Data
http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeAwgTfbsUniform//wgEncodeAwgTfbsSydhK562Hmgn3UniPk.narrowPeak.gz	K562	ChipSeq	HMGN3	Peaks		narrowPeak	Harvard	Data
http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeAwgTfbsUniform//wgEncodeAwgTfbsSydhK562Irf1Ifna30UniPk.narrowPeak.gz	K562	ChipSeq	IRF1	Peaks		narrowPeak	Stanford	Data
http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeAwgTfbsUniform//wgEncodeAwgTfbsSydhK562CjunIfna30UniPk.narrowPeak.gz	K562	ChipSeq	c-Jun	Peaks		narrowPeak	Stanford	Data
http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeAwgTfbsUniform//wgEncodeAwgTfbsSydhK562JundIggrabUniPk.narrowPeak.gz	K562	ChipSeq	JunD	Peaks		narrowPeak	Stanford	Data
http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeAwgTfbsUniform//wgEncodeAwgTfbsSydhK562Kap1UcdUniPk.narrowPeak.gz	K562	ChipSeq	KAP1	Peaks		narrowPeak	USC	Data
http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeAwgTfbsUniform//wgEncodeAwgTfbsBroadK562Plu1UniPk.narrowPeak.gz	K562	ChipSeq	PLU1	Peaks		narrowPeak	Broad	Data
http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeAwgTfbsUniform//wgEncodeAwgTfbsSydhK562MaffIggrabUniPk.narrowPeak.gz	K562	ChipSeq	MafF_(M8194)	Peaks		narrowPeak	Stanford	Data
http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeAwgTfbsUniform//wgEncodeAwgTfbsSydhK562Mafkab50322IggrabUniPk.narrowPeak.gz	K562	ChipSeq	MafK_(ab50322)	Peaks		narrowPeak	Stanford	Data
http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeAwgTfbsUniform//wgEncodeAwgTfbsHaibK562MaxV0416102UniPk.narrowPeak.gz	K562	ChipSeq	Max	Peaks		narrowPeak	HudsonAlpha	Data
http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeAwgTfbsUniform//wgEncodeAwgTfbsSydhK562Mazab85725IggrabUniPk.narrowPeak.gz	K562	ChipSeq	MAZ_(ab85725)	Peaks		narrowPeak	Stanford	Data
http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeAwgTfbsUniform//wgEncodeAwgTfbsHaibK562Mef2aV0416101UniPk.narrowPeak.gz	K562	ChipSeq	MEF2A	Peaks		narrowPeak	HudsonAlpha	Data
http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeAwgTfbsUniform//wgEncodeAwgTfbsSydhK562Mxi1af4185IggrabUniPk.narrowPeak.gz	K562	ChipSeq	Mxi1_(AF4185)	Peaks		narrowPeak	Stanford	Data
http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeAwgTfbsUniform//wgEncodeAwgTfbsSydhK562CmycIfna30UniPk.narrowPeak.gz	K562	ChipSeq	c-Myc	Peaks		narrowPeak	Yale	Data
http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeAwgTfbsUniform//wgEncodeAwgTfbsSydhK562Nfe2UniPk.narrowPeak.gz	K562	ChipSeq	NF-E2	Peaks		narrowPeak	Yale	Data
http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeAwgTfbsUniform//wgEncodeAwgTfbsSydhK562NfyaUniPk.narrowPeak.gz	K562	ChipSeq	NF-YA	Peaks		narrowPeak	Stanford	Data
http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeAwgTfbsUniform//wgEncodeAwgTfbsSydhK562NfybUniPk.narrowPeak.gz	K562	ChipSeq	NF-YB	Peaks		narrowPeak	Stanford	Data
http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeAwgTfbsUniform//wgEncodeAwgTfbsSydhK562Tr4UcdUniPk.narrowPeak.gz	K562	ChipSeq	TR4	Peaks		narrowPeak	USC	Data
http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeAwgTfbsUniform//wgEncodeAwgTfbsHaibK562Nr2f2sc271940V0422111UniPk.narrowPeak.gz	K562	ChipSeq	NR2F2_(SC-271940)	Peaks		narrowPeak	HudsonAlpha	Data
http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeAwgTfbsUniform//wgEncodeAwgTfbsSydhK562Nrf1IggrabUniPk.narrowPeak.gz	K562	ChipSeq	Nrf1	Peaks		narrowPeak	Stanford	Data
http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeAwgTfbsUniform//wgEncodeAwgTfbsBroadK562Phf8a301772aUniPk.narrowPeak.gz	K562	ChipSeq	PHF8_(A301-772A)	Peaks		narrowPeak	Broad	Data
http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeAwgTfbsUniform//wgEncodeAwgTfbsHaibK562Pmlsc71910V0422111UniPk.narrowPeak.gz	K562	ChipSeq	PML_(SC-71910)	Peaks		narrowPeak	HudsonAlpha	Data
http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeAwgTfbsUniform//wgEncodeAwgTfbsBroadK562Pol2bUniPk.narrowPeak.gz	K562	ChipSeq	Pol2(b)	Peaks		narrowPeak	Broad	Data
http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeAwgTfbsUniform//wgEncodeAwgTfbsSydhK562Pol3UniPk.narrowPeak.gz	K562	ChipSeq	Pol3	Peaks		narrowPeak	Stanford	Data
http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeAwgTfbsUniform//wgEncodeAwgTfbsHaibK562Rad21V0416102UniPk.narrowPeak.gz	K562	ChipSeq	Rad21	Peaks		narrowPeak	HudsonAlpha	Data
http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeAwgTfbsUniform//wgEncodeAwgTfbsBroadK562Rbbp5a300109aUniPk.narrowPeak.gz	K562	ChipSeq	RBBP5_(A300-109A)	Peaks		narrowPeak	Broad	Data
http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeAwgTfbsUniform//wgEncodeAwgTfbsSydhK562Corestab24166IggrabUniPk.narrowPeak.gz	K562	ChipSeq	COREST_(ab24166)	Peaks		narrowPeak	Stanford	Data
http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeAwgTfbsUniform//wgEncodeAwgTfbsSydhK562Corestsc30189IggrabUniPk.narrowPeak.gz	K562	ChipSeq	COREST_(sc-30189)	Peaks		narrowPeak	Stanford	Data
http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeAwgTfbsUniform//wgEncodeAwgTfbsSydhK562NelfeUniPk.narrowPeak.gz	K562	ChipSeq	NELFe	Peaks		narrowPeak	Harvard	Data
http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeAwgTfbsUniform//wgEncodeAwgTfbsHaibK562NrsfV0416102UniPk.narrowPeak.gz	K562	ChipSeq	NRSF	Peaks		narrowPeak	HudsonAlpha	Data
http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeAwgTfbsUniform//wgEncodeAwgTfbsSydhK562Rfx5IggrabUniPk.narrowPeak.gz	K562	ChipSeq	RFX5_(200-401-194)	Peaks		narrowPeak	Stanford	Data
http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeAwgTfbsUniform//wgEncodeAwgTfbsSydhK562Rpc155UniPk.narrowPeak.gz	K562	ChipSeq	RPC155	Peaks		narrowPeak	Harvard	Data
http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeAwgTfbsUniform//wgEncodeAwgTfbsBroadK562Sap3039731UniPk.narrowPeak.gz	K562	ChipSeq	SAP30_(39731)	Peaks		narrowPeak	Broad	Data
http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeAwgTfbsUniform//wgEncodeAwgTfbsSydhK562Setdb1MnasedUcdUniPk.narrowPeak.gz	K562	ChipSeq	SETDB1	Peaks		narrowPeak	USC	Data
http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeAwgTfbsUniform//wgEncodeAwgTfbsHaibK562Sin3ak20V0416101UniPk.narrowPeak.gz	K562	ChipSeq	Sin3Ak-20	Peaks		narrowPeak	HudsonAlpha	Data
http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeAwgTfbsUniform//wgEncodeAwgTfbsSydhK562Sirt6UniPk.narrowPeak.gz	K562	ChipSeq	SIRT6	Peaks		narrowPeak	Harvard	Data
http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeAwgTfbsUniform//wgEncodeAwgTfbsHaibK562Six5Pcr1xUniPk.narrowPeak.gz	K562	ChipSeq	SIX5	Peaks		narrowPeak	HudsonAlpha	Data
http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeAwgTfbsUniform//wgEncodeAwgTfbsSydhK562Ini1IggmusUniPk.narrowPeak.gz	K562	ChipSeq	Ini1	Peaks		narrowPeak	Stanford	Data
http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeAwgTfbsUniform//wgEncodeAwgTfbsSydhK562Smc3ab9263IggrabUniPk.narrowPeak.gz	K562	ChipSeq	SMC3_(ab9263)	Peaks		narrowPeak	Stanford	Data
http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeAwgTfbsUniform//wgEncodeAwgTfbsHaibK562Sp1Pcr1xUniPk.narrowPeak.gz	K562	ChipSeq	SP1	Peaks		narrowPeak	HudsonAlpha	Data
http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeAwgTfbsUniform//wgEncodeAwgTfbsHaibK562Sp2sc643V0416102UniPk.narrowPeak.gz	K562	ChipSeq	SP2_(SC-643)	Peaks		narrowPeak	HudsonAlpha	Data
http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeAwgTfbsUniform//wgEncodeAwgTfbsHaibK562Pu1Pcr1xUniPk.narrowPeak.gz	K562	ChipSeq	PU.1	Peaks		narrowPeak	HudsonAlpha	Data
http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeAwgTfbsUniform//wgEncodeAwgTfbsHaibK562SrfV0416101UniPk.narrowPeak.gz	K562	ChipSeq	SRF	Peaks		narrowPeak	HudsonAlpha	Data
http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeAwgTfbsUniform//wgEncodeAwgTfbsSydhK562Stat1Ifna30UniPk.narrowPeak.gz	K562	ChipSeq	STAT1	Peaks		narrowPeak	Yale	Data
http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeAwgTfbsUniform//wgEncodeAwgTfbsSydhK562Stat2Ifna30UniPk.narrowPeak.gz	K562	ChipSeq	STAT2	Peaks		narrowPeak	Yale	Data
http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeAwgTfbsUniform//wgEncodeAwgTfbsHaibK562Stat5asc74442V0422111UniPk.narrowPeak.gz	K562	ChipSeq	STAT5A_(SC-74442)	Peaks		narrowPeak	HudsonAlpha	Data
http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeAwgTfbsUniform//wgEncodeAwgTfbsHaibK562Taf1V0416101UniPk.narrowPeak.gz	K562	ChipSeq	TAF1	Peaks		narrowPeak	HudsonAlpha	Data
http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeAwgTfbsUniform//wgEncodeAwgTfbsHaibK562Taf7sc101167V0416101UniPk.narrowPeak.gz	K562	ChipSeq	TAF7_(SC-101167)	Peaks		narrowPeak	HudsonAlpha	Data
http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeAwgTfbsUniform//wgEncodeAwgTfbsSydhK562Tal1sc12984IggmusUniPk.narrowPeak.gz	K562	ChipSeq	TAL1_(SC-12984)	Peaks		narrowPeak	Stanford	Data
http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeAwgTfbsUniform//wgEncodeAwgTfbsSydhK562Tblr1ab24550IggrabUniPk.narrowPeak.gz	K562	ChipSeq	TBLR1_(ab24550)	Peaks		narrowPeak	Stanford	Data
http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeAwgTfbsUniform//wgEncodeAwgTfbsSydhK562TbpIggmusUniPk.narrowPeak.gz	K562	ChipSeq	TBP	Peaks		narrowPeak	Stanford	Data
http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeAwgTfbsUniform//wgEncodeAwgTfbsHaibK562Tead4sc101184V0422111UniPk.narrowPeak.gz	K562	ChipSeq	TEAD4_(SC-101184)	Peaks		narrowPeak	HudsonAlpha	Data
http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeAwgTfbsUniform//wgEncodeAwgTfbsHaibK562Thap1sc98174V0416101UniPk.narrowPeak.gz	K562	ChipSeq	THAP1_(SC-98174)	Peaks		narrowPeak	HudsonAlpha	Data
http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeAwgTfbsUniform//wgEncodeAwgTfbsHaibK562Trim28sc81411V0422111UniPk.narrowPeak.gz	K562	ChipSeq	TRIM28_(SC-81411)	Peaks		narrowPeak	HudsonAlpha	Data
http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeAwgTfbsUniform//wgEncodeAwgTfbsSydhK562Ubfsc13125IggmusUniPk.narrowPeak.gz	K562	ChipSeq	UBF_(sc-13125)	Peaks		narrowPeak	Stanford	Data
http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeAwgTfbsUniform//wgEncodeAwgTfbsSydhK562Ubtfsab1404509IggmusUniPk.narrowPeak.gz	K562	ChipSeq	UBTF_(SAB1404509)	Peaks		narrowPeak	Stanford	Data
http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeAwgTfbsUniform//wgEncodeAwgTfbsHaibK562Usf1V0416101UniPk.narrowPeak.gz	K562	ChipSeq	USF-1	Peaks		narrowPeak	HudsonAlpha	Data
http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeAwgTfbsUniform//wgEncodeAwgTfbsSydhK562Usf2IggrabUniPk.narrowPeak.gz	K562	ChipSeq	USF2	Peaks		narrowPeak	Stanford	Data
http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeAwgTfbsUniform//wgEncodeAwgTfbsHaibK562Yy1V0416101UniPk.narrowPeak.gz	K562	ChipSeq	YY1_(SC-281)	Peaks		narrowPeak	HudsonAlpha	Data
http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeAwgTfbsUniform//wgEncodeAwgTfbsHaibK562Zbtb33Pcr1xUniPk.narrowPeak.gz	K562	ChipSeq	ZBTB33	Peaks		narrowPeak	HudsonAlpha	Data
http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeAwgTfbsUniform//wgEncodeAwgTfbsHaibK562Zbtb7asc34508V0416101UniPk.narrowPeak.gz	K562	ChipSeq	ZBTB7A_(SC-34508)	Peaks		narrowPeak	HudsonAlpha	Data
http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeAwgTfbsUniform//wgEncodeAwgTfbsSydhK562Znf143IggrabUniPk.narrowPeak.gz	K562	ChipSeq	Znf143_(16618-1-AP)	Peaks		narrowPeak	Stanford	Data
http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeAwgTfbsUniform//wgEncodeAwgTfbsSydhK562Znf263UcdUniPk.narrowPeak.gz	K562	ChipSeq	ZNF263	Peaks		narrowPeak	USC	Data
http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeAwgTfbsUniform//wgEncodeAwgTfbsSydhK562Znf274UcdUniPk.narrowPeak.gz	K562	ChipSeq	ZNF274	Peaks		narrowPeak	USC	Data
http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeAwgTfbsUniform//wgEncodeAwgTfbsBroadNhekCtcfUniPk.narrowPeak.gz	NHEK	ChipSeq	CTCF	Peaks		narrowPeak	Broad	Data
